,time,activep
58,2022-01-24 23:00:31,20.0
59,2022-01-24 22:59:30,21.2
60,2022-01-24 22:58:29,21.0
61,2022-01-24 22:57:27,22.4
62,2022-01-24 22:56:26,22.6
63,2022-01-24 22:55:24,18.2
64,2022-01-24 22:54:23,18.3
65,2022-01-24 22:53:22,18.0
66,2022-01-24 22:52:20,17.9
67,2022-01-24 22:51:19,17.9
68,2022-01-24 22:50:17,17.9
69,2022-01-24 22:49:16,17.8
70,2022-01-24 22:48:14,16.5
71,2022-01-24 22:47:13,18.7
72,2022-01-24 22:46:12,18.8
73,2022-01-24 22:45:10,18.8
74,2022-01-24 22:44:09,18.9
75,2022-01-24 22:43:07,18.8
76,2022-01-24 22:42:06,17.5
77,2022-01-24 22:41:05,17.5
78,2022-01-24 22:40:03,17.6
79,2022-01-24 22:39:02,17.7
80,2022-01-24 22:38:00,17.8
81,2022-01-24 22:36:59,17.8
82,2022-01-24 22:35:57,17.9
83,2022-01-24 22:34:56,17.8
84,2022-01-24 22:33:55,18.5
85,2022-01-24 22:32:53,18.4
86,2022-01-24 22:31:52,16.2
87,2022-01-24 22:30:50,16.2
88,2022-01-24 22:29:49,16.2
89,2022-01-24 22:28:48,15.5
90,2022-01-24 22:27:46,17.9
91,2022-01-24 22:26:45,18.0
92,2022-01-24 22:25:43,22.1
93,2022-01-24 22:24:42,21.9
94,2022-01-24 22:23:41,18.3
95,2022-01-24 22:22:39,17.6
96,2022-01-24 22:21:38,17.7
97,2022-01-24 22:20:36,16.8
98,2022-01-24 22:19:35,15.9
99,2022-01-24 22:18:33,16.1
100,2022-01-24 22:17:32,15.9
101,2022-01-24 22:16:31,13.8
102,2022-01-24 22:15:29,13.3
103,2022-01-24 22:14:28,13.0
104,2022-01-24 22:13:26,11.8
105,2022-01-24 22:12:25,10.9
106,2022-01-24 22:11:24,10.9
107,2022-01-24 22:10:22,14.0
108,2022-01-24 22:09:21,14.1
109,2022-01-24 22:08:19,14.1
110,2022-01-24 22:07:18,14.1
111,2022-01-24 22:06:17,14.0
112,2022-01-24 22:05:15,14.0
113,2022-01-24 22:04:14,12.6
114,2022-01-24 22:03:12,12.6
115,2022-01-24 22:02:11,12.6
116,2022-01-24 22:01:09,12.4
117,2022-01-24 22:00:08,14.8
118,2022-01-24 21:59:07,14.7
119,2022-01-24 21:58:05,14.7
120,2022-01-24 21:57:04,14.6
121,2022-01-24 21:56:02,15.3
122,2022-01-24 21:55:01,15.3
123,2022-01-24 21:54:00,12.8
124,2022-01-24 21:52:58,12.3
125,2022-01-24 21:51:57,13.8
126,2022-01-24 21:50:55,13.8
127,2022-01-24 21:49:54,13.9
128,2022-01-24 21:48:52,13.9
129,2022-01-24 21:47:51,14.0
130,2022-01-24 21:46:50,14.0
131,2022-01-24 21:45:48,14.1
132,2022-01-24 21:44:47,14.1
133,2022-01-24 21:43:45,14.1
134,2022-01-24 21:42:44,14.1
135,2022-01-24 21:41:43,14.1
136,2022-01-24 21:40:41,14.1
137,2022-01-24 21:39:40,14.0
138,2022-01-24 21:38:38,13.9
139,2022-01-24 21:37:37,13.9
140,2022-01-24 21:36:36,13.9
141,2022-01-24 21:35:34,14.0
142,2022-01-24 21:34:33,14.0
143,2022-01-24 21:33:31,14.0
144,2022-01-24 21:32:30,14.0
145,2022-01-24 21:31:28,16.0
146,2022-01-24 21:30:27,14.8
147,2022-01-24 21:29:26,14.9
148,2022-01-24 21:28:24,14.8
149,2022-01-24 21:27:23,14.8
150,2022-01-24 21:26:21,14.8
151,2022-01-24 21:25:20,14.8
152,2022-01-24 21:24:19,14.8
153,2022-01-24 21:23:17,14.8
154,2022-01-24 21:22:16,15.0
155,2022-01-24 21:21:14,15.1
156,2022-01-24 21:20:13,15.0
157,2022-01-24 21:19:12,15.0
158,2022-01-24 21:18:10,15.2
159,2022-01-24 21:17:09,15.4
160,2022-01-24 21:16:07,15.5
161,2022-01-24 21:15:06,15.5
162,2022-01-24 21:14:04,15.4
163,2022-01-24 21:13:03,19.7
164,2022-01-24 21:12:02,19.7
165,2022-01-24 21:11:00,19.8
166,2022-01-24 21:09:59,20.4
167,2022-01-24 21:08:57,19.2
168,2022-01-24 21:07:56,19.2
169,2022-01-24 21:06:55,18.5
170,2022-01-24 21:05:53,18.5
171,2022-01-24 21:04:52,20.2
172,2022-01-24 21:03:50,20.1
173,2022-01-24 21:02:49,18.4
174,2022-01-24 21:01:47,18.2
175,2022-01-24 21:00:46,18.2
176,2022-01-24 20:59:45,15.0
177,2022-01-24 20:58:43,15.1
178,2022-01-24 20:57:42,14.8
179,2022-01-24 20:56:40,14.8
180,2022-01-24 20:55:39,16.9
181,2022-01-24 20:54:38,16.9
182,2022-01-24 20:53:36,15.5
183,2022-01-24 20:52:35,20.3
184,2022-01-24 20:51:33,18.2
185,2022-01-24 20:50:32,18.2
186,2022-01-24 20:49:30,18.3
187,2022-01-24 20:48:27,18.1
188,2022-01-24 20:47:25,17.6
189,2022-01-24 20:46:24,19.7
190,2022-01-24 20:45:22,19.7
191,2022-01-24 20:44:21,21.0
192,2022-01-24 20:43:19,22.4
193,2022-01-24 20:42:18,18.7
194,2022-01-24 20:41:17,18.8
195,2022-01-24 20:40:15,16.8
196,2022-01-24 20:39:14,16.7
197,2022-01-24 20:38:12,16.6
198,2022-01-24 20:37:11,19.2
199,2022-01-24 20:36:10,19.2
200,2022-01-24 20:35:08,19.2
201,2022-01-24 20:34:07,19.2
202,2022-01-24 20:33:05,19.2
203,2022-01-24 20:32:04,19.1
204,2022-01-24 20:31:02,19.5
205,2022-01-24 20:30:01,19.3
206,2022-01-24 20:29:00,20.2
207,2022-01-24 20:27:58,22.0
208,2022-01-24 20:26:57,22.2
209,2022-01-24 20:25:55,21.7
210,2022-01-24 20:24:54,22.3
211,2022-01-24 20:23:53,20.5
212,2022-01-24 20:22:51,20.2
213,2022-01-24 20:21:50,15.5
214,2022-01-24 20:20:48,15.4
215,2022-01-24 20:19:47,15.3
216,2022-01-24 20:18:45,17.5
217,2022-01-24 20:17:44,15.3
218,2022-01-24 20:16:43,15.3
219,2022-01-24 20:15:41,15.6
220,2022-01-24 20:14:40,15.7
221,2022-01-24 20:13:38,15.6
222,2022-01-24 20:12:37,13.6
223,2022-01-24 20:11:35,13.6
224,2022-01-24 20:10:34,13.3
225,2022-01-24 20:09:33,13.2
226,2022-01-24 20:08:31,13.2
227,2022-01-24 20:07:30,13.2
228,2022-01-24 20:06:28,13.2
229,2022-01-24 20:05:27,13.2
230,2022-01-24 20:04:26,13.4
231,2022-01-24 20:03:24,13.4
232,2022-01-24 20:02:23,13.3
233,2022-01-24 20:01:21,13.4
234,2022-01-24 20:00:20,13.5
235,2022-01-24 19:59:18,13.5
236,2022-01-24 19:58:17,13.5
237,2022-01-24 19:57:16,14.8
238,2022-01-24 19:56:14,13.4
239,2022-01-24 19:55:13,13.4
240,2022-01-24 19:54:11,13.4
241,2022-01-24 19:53:10,13.4
242,2022-01-24 19:52:09,13.4
243,2022-01-24 19:51:07,13.4
244,2022-01-24 19:50:06,13.3
245,2022-01-24 19:49:04,13.3
246,2022-01-24 19:48:03,13.3
247,2022-01-24 19:47:01,13.3
248,2022-01-24 19:46:00,13.3
249,2022-01-24 19:44:59,13.3
250,2022-01-24 19:43:57,13.4
251,2022-01-24 19:42:56,13.3
252,2022-01-24 19:41:54,13.4
253,2022-01-24 19:40:53,13.4
254,2022-01-24 19:39:52,13.2
255,2022-01-24 19:38:50,13.3
256,2022-01-24 19:37:49,13.4
257,2022-01-24 19:36:47,14.0
258,2022-01-24 19:35:46,14.0
259,2022-01-24 19:34:44,14.0
260,2022-01-24 19:33:43,13.9
261,2022-01-24 19:32:42,13.3
262,2022-01-24 19:31:40,13.1
263,2022-01-24 19:30:39,13.1
264,2022-01-24 19:29:37,13.1
265,2022-01-24 19:28:36,13.0
266,2022-01-24 19:27:35,13.1
267,2022-01-24 19:26:33,13.5
268,2022-01-24 19:25:32,14.7
269,2022-01-24 19:24:30,14.6
270,2022-01-24 19:23:29,12.0
271,2022-01-24 19:22:27,10.0
272,2022-01-24 19:21:26,9.9
273,2022-01-24 19:20:25,9.9
274,2022-01-24 19:19:23,9.9
275,2022-01-24 19:18:22,10.0
276,2022-01-24 19:17:20,10.0
277,2022-01-24 19:16:19,10.1
278,2022-01-24 19:15:17,10.0
279,2022-01-24 19:14:16,9.8
280,2022-01-24 19:13:15,10.0
281,2022-01-24 19:12:13,10.1
282,2022-01-24 19:11:12,10.1
283,2022-01-24 19:10:10,10.1
284,2022-01-24 19:09:09,10.1
285,2022-01-24 19:08:08,10.0
286,2022-01-24 19:07:06,8.3
287,2022-01-24 19:06:05,8.1
288,2022-01-24 19:05:03,9.9
289,2022-01-24 19:04:02,10.0
290,2022-01-24 19:03:00,10.0
291,2022-01-24 19:01:59,9.6
292,2022-01-24 19:00:58,9.6
293,2022-01-24 18:59:56,9.6
294,2022-01-24 18:58:55,9.6
295,2022-01-24 18:57:51,9.7
296,2022-01-24 18:56:49,9.7
297,2022-01-24 18:55:48,9.6
298,2022-01-24 18:54:47,8.8
299,2022-01-24 18:53:45,8.8
300,2022-01-24 18:52:44,8.8
301,2022-01-24 18:51:42,8.2
302,2022-01-24 18:50:41,8.2
303,2022-01-24 18:49:40,8.1
304,2022-01-24 18:48:38,8.2
305,2022-01-24 18:47:37,8.2
306,2022-01-24 18:46:35,8.2
307,2022-01-24 18:45:34,8.2
308,2022-01-24 18:44:32,8.8
309,2022-01-24 18:43:31,8.9
310,2022-01-24 18:42:30,8.9
311,2022-01-24 18:41:28,8.8
312,2022-01-24 18:40:27,8.8
313,2022-01-24 18:39:25,8.8
314,2022-01-24 18:38:24,8.9
315,2022-01-24 18:37:23,8.9
316,2022-01-24 18:36:21,11.0
317,2022-01-24 18:35:20,11.0
318,2022-01-24 18:34:18,9.0
319,2022-01-24 18:33:17,9.0
320,2022-01-24 18:32:15,9.1
321,2022-01-24 18:31:14,8.9
322,2022-01-24 18:30:13,8.8
323,2022-01-24 18:29:11,8.8
324,2022-01-24 18:28:07,10.5
325,2022-01-24 18:27:06,10.5
326,2022-01-24 18:26:04,9.2
327,2022-01-24 18:25:03,9.2
328,2022-01-24 18:24:02,9.3
329,2022-01-24 18:23:00,7.5
330,2022-01-24 18:21:59,7.5
331,2022-01-24 18:20:57,7.5
332,2022-01-24 18:19:56,7.8
333,2022-01-24 18:18:55,7.6
334,2022-01-24 18:17:53,8.9
335,2022-01-24 18:16:52,9.5
336,2022-01-24 18:15:50,8.2
337,2022-01-24 18:14:49,7.8
338,2022-01-24 18:13:47,8.4
339,2022-01-24 18:12:46,9.0
340,2022-01-24 18:11:45,8.9
341,2022-01-24 18:10:43,8.8
342,2022-01-24 18:09:42,8.2
343,2022-01-24 18:08:40,10.2
344,2022-01-24 18:07:39,10.2
345,2022-01-24 18:06:38,10.3
346,2022-01-24 18:05:36,10.3
347,2022-01-24 18:04:35,11.9
348,2022-01-24 18:03:33,10.1
349,2022-01-24 18:02:32,9.4
350,2022-01-24 18:01:30,9.4
351,2022-01-24 18:00:29,9.9
352,2022-01-24 17:59:28,9.8
353,2022-01-24 17:58:26,9.6
354,2022-01-24 17:57:25,9.4
355,2022-01-24 17:56:23,9.4
356,2022-01-24 17:55:22,9.4
357,2022-01-24 17:54:21,10.2
358,2022-01-24 17:53:19,10.3
359,2022-01-24 17:52:18,10.1
360,2022-01-24 17:51:16,10.1
361,2022-01-24 17:50:15,8.0
